Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
94,system.,42.680,43.200,0.520,00:42.680,00:43.200,7
95,When,44.100,44.360,0.260,00:44.100,00:44.360,4
96,train,44.360,44.620,0.260,00:44.360,00:44.620,5
97,number,44.620,44.900,0.280,00:44.620,00:44.900,6
98,KL,44.900,45.280,0.380,00:44.900,00:45.280,2
99,-2401,45.280,46.740,1.460,00:45.280,00:46.740,5
100,boards,46.740,47.000,0.260,00:46.740,00:47.000,6
101,300,47.000,47.660,0.660,00:47.000,00:47.660,3
102,"passengers,",47.660,48.200,0.540,00:47.660,00:48.200,11
103,current,48.900,49.080,0.180,00:48.900,00:49.080,7
104,passenger,49.080,49.520,0.440,00:49.080,00:49.520,9
105,count,49.520,49.780,0.260,00:49.520,00:49.780,5
106,for,49.780,49.960,0.180,00:49.780,00:49.960,3
107,that,49.960,50.180,0.220,00:49.960,00:50.180,4
108,train,50.180,50.440,0.260,00:50.180,00:50.440,5
109,becomes,50.440,50.800,0.360,00:50.440,00:50.800,7
110,300.,50.800,51.160,0.360,00:50.800,00:51.160,4
111,And,51.900,52.140,0.240,00:51.900,00:52.140,3
112,total,52.140,52.500,0.360,00:52.140,00:52.500,5
113,passengers,52.500,53.020,0.520,00:52.500,00:53.020,10
114,in,53.020,53.240,0.220,00:53.020,00:53.240,2
115,system,53.240,53.600,0.360,00:53.240,00:53.600,6
116,for,53.600,53.860,0.260,00:53.600,00:53.860,3
117,the,53.860,53.960,0.100,00:53.860,00:53.960,3
118,class,53.960,54.240,0.280,00:53.960,00:54.240,5
119,increases,54.240,55.040,0.800,00:54.240,00:55.040,9
120,by,55.040,55.260,0.220,00:55.040,00:55.260,2
121,300.,55.260,55.740,0.480,00:55.260,00:55.740,4
122,Two,55.740,56.920,1.180,00:55.740,00:56.920,3
123,different,56.920,57.200,0.280,00:56.920,00:57.200,9
124,"scopes,",57.200,57.620,0.420,00:57.200,00:57.620,7
125,two,58.020,58.180,0.160,00:58.020,00:58.180,3
126,different,58.180,58.440,0.260,00:58.180,00:58.440,9
127,"lifetimes,",58.440,58.960,0.520,00:58.440,00:58.960,10
128,two,59.360,59.500,0.140,00:59.360,00:59.500,3
129,different,59.500,59.760,0.260,00:59.500,00:59.760,9
130,purposes.,59.760,60.180,0.420,00:59.760,01:00.180,9
131,Confuse,61.060,61.740,0.680,01:01.060,01:01.740,7
132,them,61.740,61.880,0.140,01:01.740,01:01.880,4
133,and,61.880,62.280,0.400,01:01.880,01:02.280,3
134,the,62.280,62.380,0.100,01:02.280,01:02.380,3
135,control,62.380,62.720,0.340,01:02.380,01:02.720,7
136,room,62.720,62.960,0.240,01:02.720,01:02.960,4
137,dashboard,62.960,63.380,0.420,01:02.960,01:03.380,9
138,reports,63.380,63.760,0.380,01:03.380,01:03.760,7
139,wrong,63.760,64.160,0.400,01:03.760,01:04.160,5
140,numbers.,64.160,64.560,0.400,01:04.160,01:04.560,8
141,The,65.080,65.160,0.080,01:05.080,01:05.160,3
142,booking,65.160,65.380,0.220,01:05.160,01:05.380,7
143,system,65.380,65.760,0.380,01:05.380,01:05.760,6
144,double,65.760,66.080,0.320,01:05.760,01:06.080,6
145,count,66.080,66.320,0.240,01:06.080,01:06.320,5
146,"seats,",66.320,66.620,0.300,01:06.320,01:06.620,6
147,the,67.140,67.240,0.100,01:07.140,01:07.240,3
148,financial,67.240,67.620,0.380,01:07.240,01:07.620,9
149,reports,67.620,68.000,0.380,01:07.620,01:08.000,7
150,break.,68.000,68.360,0.360,01:08.000,01:08.360,6
151,Instance,69.180,69.680,0.500,01:09.180,01:09.680,8
152,variables,69.680,69.980,0.300,01:09.680,01:09.980,9
153,describe,69.980,70.500,0.520,01:09.980,01:10.500,8
154,one,70.500,70.940,0.440,01:10.500,01:10.940,3
155,specific,70.940,71.420,0.480,01:10.940,01:11.420,8
156,object.,71.420,72.040,0.620,01:11.420,01:12.040,7
157,Static,72.560,72.940,0.380,01:12.560,01:12.940,6
158,variables,72.940,73.340,0.400,01:12.940,01:13.340,9
159,describe,73.340,73.780,0.440,01:13.340,01:13.780,8
160,the,73.780,73.980,0.200,01:13.780,01:13.980,3
161,class,73.980,74.220,0.240,01:13.980,01:14.220,5
162,as,74.220,74.460,0.240,01:14.220,01:14.460,2
163,a,74.460,74.580,0.120,01:14.460,01:14.580,1
164,whole.,74.580,74.780,0.200,01:14.580,01:14.780,6
165,No,75.640,76.000,0.360,01:15.640,01:16.000,2
166,exactly,76.000,76.620,0.620,01:16.000,01:16.620,7
167,which,76.620,76.920,0.300,01:16.620,01:16.920,5
168,level,76.920,77.280,0.360,01:16.920,01:17.280,5
169,of,77.280,77.400,0.120,01:17.280,01:17.400,2
170,variable,77.400,77.700,0.300,01:17.400,01:17.700,8
171,belongs,77.700,78.080,0.380,01:17.700,01:18.080,7
172,to,78.080,78.380,0.300,01:18.080,01:18.380,2
173,before,78.380,78.760,0.380,01:18.380,01:18.760,6
174,you,78.760,79.020,0.260,01:18.760,01:19.020,3
175,write,79.020,79.180,0.160,01:19.020,01:19.180,5
176,the,79.180,79.340,0.160,01:19.180,01:19.340,3
177,declaration.,79.340,79.740,0.400,01:19.340,01:19.740,12
178,Now,80.800,81.120,0.320,01:20.800,01:21.120,3
179,every,81.120,81.760,0.640,01:21.120,01:21.760,5
180,class,81.760,82.060,0.300,01:21.760,01:22.060,5
181,in,82.060,82.240,0.180,01:22.060,01:22.240,2
182,this,82.240,82.360,0.120,01:22.240,01:22.360,4
183,system,82.360,82.680,0.320,01:22.360,01:22.680,6
184,has,82.680,82.860,0.180,01:22.680,01:22.860,3
185,one,82.860,83.240,0.380,01:22.860,01:23.240,3
186,silent,83.240,83.760,0.520,01:23.240,01:23.760,6
187,parent,83.760,84.140,0.380,01:23.760,01:24.140,6
188,it,84.140,84.340,0.200,01:24.140,01:24.340,2
189,never,84.340,84.700,0.360,01:24.340,01:24.700,5
190,declared.,84.700,85.120,0.420,01:24.700,01:25.120,9
191,And,85.120,85.760,0.640,01:25.120,01:25.760,3
192,that,85.760,85.960,0.200,01:25.760,01:25.960,4
193,parent,85.960,86.280,0.320,01:25.960,01:26.280,6
194,gives,86.280,86.460,0.180,01:26.280,01:26.460,5
195,every,86.460,86.960,0.500,01:26.460,01:26.960,5
196,object,86.960,87.320,0.360,01:26.960,01:27.320,6
197,three,87.320,87.760,0.440,01:27.320,01:27.760,5
198,methods,87.760,88.140,0.380,01:27.760,01:28.140,7
199,they,88.140,88.380,0.240,01:28.140,01:28.380,4
200,use,88.380,88.580,0.200,01:28.380,01:28.580,3
201,every,88.580,89.020,0.440,01:28.580,01:29.020,5
202,single,89.020,89.320,0.300,01:29.020,01:29.320,6
203,day.,89.320,89.580,0.260,01:29.320,01:29.580,4
204,That,89.960,90.460,0.500,01:29.960,01:30.460,4
205,is,90.460,90.680,0.220,01:30.460,01:30.680,2
206,the,90.680,90.840,0.160,01:30.680,01:30.840,3
207,object,90.840,91.220,0.380,01:30.840,01:31.220,6
208,class.,91.220,91.580,0.360,01:31.220,01:31.580,6
209,And,92.040,92.260,0.220,01:32.040,01:32.260,3
210,that,92.260,92.460,0.200,01:32.260,01:32.460,4
211,is,92.460,92.660,0.200,01:32.460,01:32.660,2
212,exactly,92.660,93.140,0.480,01:32.660,01:33.140,7
213,what,93.140,93.380,0.240,01:33.140,01:33.380,4
214,we,93.380,93.480,0.100,01:33.380,01:33.480,2
215,cover,93.480,93.700,0.220,01:33.480,01:33.700,5
216,next.,93.700,93.960,0.260,01:33.700,01:33.960,5
