Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
50,object,20.260,20.620,0.360,00:20.260,00:20.620,6
51,is,20.620,20.880,0.260,00:20.620,00:20.880,2
52,still,20.880,21.240,0.360,00:20.880,00:21.240,5
53,an,21.240,21.480,0.240,00:21.240,00:21.480,2
54,express,21.480,21.860,0.380,00:21.480,00:21.860,7
55,train,21.860,22.220,0.360,00:21.860,00:22.220,5
56,in,22.220,22.420,0.200,00:22.220,00:22.420,2
57,"memory,",22.420,22.760,0.340,00:22.420,00:22.760,7
58,but,23.180,23.440,0.260,00:23.180,00:23.440,3
59,the,23.440,23.580,0.140,00:23.440,00:23.580,3
60,reference,23.580,24.060,0.480,00:23.580,00:24.060,9
61,sees,24.060,24.380,0.320,00:24.060,00:24.380,4
62,it,24.380,24.560,0.180,00:24.380,00:24.560,2
63,only,24.560,24.900,0.340,00:24.560,00:24.900,4
64,as,24.900,25.120,0.220,00:24.900,00:25.120,2
65,a,25.120,25.240,0.120,00:25.120,00:25.240,1
66,train.,25.240,25.540,0.300,00:25.240,00:25.540,6
67,The,25.540,26.480,0.940,00:25.540,00:26.480,3
68,express,26.480,26.900,0.420,00:26.480,00:26.900,7
69,specific,26.900,27.420,0.520,00:26.900,00:27.420,8
70,methods,27.420,27.800,0.380,00:27.420,00:27.800,7
71,are,27.800,28.040,0.240,00:27.800,00:28.040,3
72,no,28.040,28.280,0.240,00:28.040,00:28.280,2
73,longer,28.280,28.640,0.360,00:28.280,00:28.640,6
74,reachable,28.640,29.140,0.500,00:28.640,00:29.140,9
75,through,29.140,29.360,0.220,00:29.140,00:29.360,7
76,T.,29.360,29.600,0.240,00:29.360,00:29.600,2
77,Java,30.540,30.680,0.140,00:30.540,00:30.680,4
78,permits,30.680,31.000,0.320,00:30.680,00:31.000,7
79,this,31.000,31.240,0.240,00:31.000,00:31.240,4
80,"automatically,",31.240,31.760,0.520,00:31.240,00:31.760,14
81,no,32.200,32.340,0.140,00:32.200,00:32.340,2
82,cast,32.340,32.620,0.280,00:32.340,00:32.620,4
83,required.,32.620,33.060,0.440,00:32.620,00:33.060,9
84,This,33.940,34.220,0.280,00:33.940,00:34.220,4
85,is,34.220,34.520,0.300,00:34.220,00:34.520,2
86,"upcasting,",34.520,35.220,0.700,00:34.520,00:35.220,10
87,a,35.640,35.920,0.280,00:35.640,00:35.920,1
88,child,35.920,36.300,0.380,00:35.920,00:36.300,5
89,object,36.300,36.780,0.480,00:36.300,00:36.780,6
90,stored,36.780,37.140,0.360,00:36.780,00:37.140,6
91,in,37.140,37.360,0.220,00:37.140,00:37.360,2
92,a,37.360,37.460,0.100,00:37.360,00:37.460,1
93,parent,37.460,37.800,0.340,00:37.460,00:37.800,6
94,type,37.800,38.080,0.280,00:37.800,00:38.080,4
95,reference.,38.080,38.480,0.400,00:38.080,00:38.480,10
96,Why,39.280,39.640,0.360,00:39.280,00:39.640,3
97,is,39.640,39.800,0.160,00:39.640,00:39.800,2
98,this,39.800,39.920,0.120,00:39.800,00:39.920,4
99,useful?,39.920,40.260,0.340,00:39.920,00:40.260,7
100,The,40.900,41.060,0.160,00:40.900,00:41.060,3
101,control,41.060,41.420,0.360,00:41.060,00:41.420,7
102,room,41.420,41.700,0.280,00:41.420,00:41.700,4
103,scheduling,41.700,42.140,0.440,00:41.700,00:42.140,10
104,system,42.140,42.620,0.480,00:42.140,00:42.620,6
105,processes,42.620,43.140,0.520,00:42.620,00:43.140,9
106,all,43.140,43.580,0.440,00:43.140,00:43.580,3
107,trains,43.580,43.920,0.340,00:43.580,00:43.920,6
108,the,43.920,44.160,0.240,00:43.920,00:44.160,3
109,same,44.160,44.380,0.220,00:44.160,00:44.380,4
110,way.,44.380,44.560,0.180,00:44.380,00:44.560,4
111,It,45.120,45.240,0.120,00:45.120,00:45.240,2
112,does,45.240,45.360,0.120,00:45.240,00:45.360,4
113,not,45.360,45.560,0.200,00:45.360,00:45.560,3
114,need,45.560,45.760,0.200,00:45.560,00:45.760,4
115,to,45.760,45.900,0.140,00:45.760,00:45.900,2
116,know,45.900,46.060,0.160,00:45.900,00:46.060,4
117,whether,46.060,46.300,0.240,00:46.060,00:46.300,7
118,it,46.300,46.460,0.160,00:46.300,00:46.460,2
119,is,46.460,46.560,0.100,00:46.460,00:46.560,2
120,handling,46.560,46.900,0.340,00:46.560,00:46.900,8
121,an,46.900,47.100,0.200,00:46.900,00:47.100,2
122,express,47.100,47.520,0.420,00:47.100,00:47.520,7
123,or,47.520,47.900,0.380,00:47.520,00:47.900,2
124,a,47.900,48.100,0.200,00:47.900,00:48.100,1
125,freight,48.100,48.260,0.160,00:48.100,00:48.260,7
126,train.,48.260,48.540,0.280,00:48.260,00:48.540,6
127,It,49.080,49.200,0.120,00:49.080,00:49.200,2
128,just,49.200,49.440,0.240,00:49.200,00:49.440,4
129,needs,49.440,49.720,0.280,00:49.440,00:49.720,5
130,a,49.720,49.920,0.200,00:49.720,00:49.920,1
131,train.,49.920,50.240,0.320,00:49.920,00:50.240,6
132,Upcasting,51.020,51.460,0.440,00:51.020,00:51.460,9
133,makes,51.460,51.700,0.240,00:51.460,00:51.700,5
134,that,51.700,51.940,0.240,00:51.700,00:51.940,4
135,generic,51.940,52.360,0.420,00:51.940,00:52.360,7
136,processing,52.360,52.940,0.580,00:52.360,00:52.940,10
137,possible.,52.940,53.600,0.660,00:52.940,00:53.600,9
138,A,53.600,54.540,0.940,00:53.600,00:54.540,1
139,list,54.540,54.780,0.240,00:54.540,00:54.780,4
140,of,54.780,55.000,0.220,00:54.780,00:55.000,2
141,train,55.000,55.320,0.320,00:55.000,00:55.320,5
142,can,55.320,55.660,0.340,00:55.320,00:55.660,3
143,hold,55.660,55.920,0.260,00:55.660,00:55.920,4
144,express,55.920,56.360,0.440,00:55.920,00:56.360,7
145,"trains,",56.360,56.880,0.520,00:56.360,00:56.880,7
146,metro,57.180,57.440,0.260,00:57.180,00:57.440,5
147,"trains,",57.440,57.740,0.300,00:57.440,00:57.740,7
148,and,58.020,58.060,0.040,00:58.020,00:58.060,3
149,freight,58.060,58.340,0.280,00:58.060,00:58.340,7
150,"trains,",58.340,58.760,0.420,00:58.340,00:58.760,7
151,all,58.900,59.380,0.480,00:58.900,00:59.380,3
152,treated,59.380,59.760,0.380,00:59.380,00:59.760,7
153,uniformly.,59.760,60.360,0.600,00:59.760,01:00.360,10
154,The,60.960,61.260,0.300,01:00.960,01:01.260,3
155,list,61.260,61.500,0.240,01:01.260,01:01.500,4
156,processes,61.500,61.980,0.480,01:01.500,01:01.980,9
157,every,61.980,62.480,0.500,01:01.980,01:02.480,5
158,entry,62.480,62.840,0.360,01:02.480,01:02.840,5
159,the,62.840,63.000,0.160,01:02.840,01:03.000,3
160,same,63.000,63.180,0.180,01:03.000,01:03.180,4
161,"way,",63.180,63.460,0.280,01:03.180,01:03.460,4
162,calling,63.780,64.120,0.340,01:03.780,01:04.120,7
163,the,64.120,64.300,0.180,01:04.120,01:04.300,3
164,same,64.300,64.560,0.260,01:04.300,01:04.560,4
165,methods,64.560,64.900,0.340,01:04.560,01:04.900,7
166,on,64.900,65.100,0.200,01:04.900,01:05.100,2
167,each.,65.100,65.360,0.260,01:05.100,01:05.360,5
168,But,66.160,66.360,0.200,01:06.160,01:06.360,3
169,what,66.360,66.580,0.220,01:06.360,01:06.580,4
170,happens,66.580,66.880,0.300,01:06.580,01:06.880,7
171,when,66.880,67.080,0.200,01:06.880,01:07.080,4
172,you,67.080,67.180,0.100,01:07.080,01:07.180,3
173,need,67.180,67.360,0.180,01:07.180,01:07.360,4
174,express,67.360,67.880,0.520,01:07.360,01:07.880,7
175,specific,67.880,68.380,0.500,01:07.880,01:08.380,8
176,behavior,68.380,68.880,0.500,01:08.380,01:08.880,8
177,back,68.880,69.260,0.380,01:08.880,01:09.260,4
178,from,69.260,69.520,0.260,01:09.260,01:09.520,4
179,that,69.520,69.680,0.160,01:09.520,01:09.680,4
180,train,69.680,69.940,0.260,01:09.680,01:09.940,5
181,reference?,69.940,70.320,0.380,01:09.940,01:10.320,10
182,Getting,70.960,71.180,0.220,01:10.960,01:11.180,7
183,it,71.180,71.340,0.160,01:11.180,01:11.340,2
184,back,71.340,71.640,0.300,01:11.340,01:11.640,4
185,requires,71.640,72.040,0.400,01:11.640,01:12.040,8
186,something,72.040,72.480,0.440,01:12.040,01:12.480,9
187,more,72.480,72.740,0.260,01:12.480,01:12.740,4
188,deliberate.,72.740,73.220,0.480,01:12.740,01:13.220,11
189,That,73.760,74.060,0.300,01:13.760,01:14.060,4
190,is,74.060,74.320,0.260,01:14.060,01:14.320,2
191,"downcasting,",74.320,75.040,0.720,01:14.320,01:15.040,12
192,and,75.400,75.700,0.300,01:15.400,01:15.700,3
193,that,75.700,75.940,0.240,01:15.700,01:15.940,4
194,is,75.940,76.140,0.200,01:15.940,01:16.140,2
195,exactly,76.140,76.640,0.500,01:16.140,01:16.640,7
196,what,76.640,76.880,0.240,01:16.640,01:16.880,4
197,we,76.880,76.960,0.080,01:16.880,01:16.960,2
198,cover,76.960,77.160,0.200,01:16.960,01:17.160,5
199,next.,77.160,77.460,0.300,01:17.160,01:17.460,5
