Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
112,system,58.220,58.620,0.400,00:58.220,00:58.620,6
113,for,58.620,58.860,0.240,00:58.620,00:58.860,3
114,the,58.860,59.000,0.140,00:58.860,00:59.000,3
115,class,59.000,59.340,0.340,00:59.000,00:59.340,5
116,increases,59.340,60.260,0.920,00:59.340,01:00.260,9
117,by,60.260,60.580,0.320,01:00.260,01:00.580,2
118,300.,60.580,61.200,0.620,01:00.580,01:01.200,4
119,Two,61.680,62.360,0.680,01:01.680,01:02.360,3
120,different,62.360,62.780,0.420,01:02.360,01:02.780,9
121,"scopes,",62.780,63.260,0.480,01:02.780,01:03.260,7
122,two,63.760,63.960,0.200,01:03.760,01:03.960,3
123,different,63.960,64.300,0.340,01:03.960,01:04.300,9
124,"lifetimes,",64.300,65.000,0.700,01:04.300,01:05.000,10
125,two,65.480,65.760,0.280,01:05.480,01:05.760,3
126,different,65.760,66.260,0.500,01:05.760,01:06.260,9
127,purposes.,66.260,66.880,0.620,01:06.260,01:06.880,9
128,Confuse,67.700,68.400,0.700,01:07.700,01:08.400,7
129,them,68.400,68.600,0.200,01:08.400,01:08.600,4
130,in,68.600,68.940,0.340,01:08.600,01:08.940,2
131,the,68.940,69.060,0.120,01:08.940,01:09.060,3
132,control,69.060,69.420,0.360,01:09.060,01:09.420,7
133,room,69.420,69.780,0.360,01:09.420,01:09.780,4
134,dashboard,69.780,70.260,0.480,01:09.780,01:10.260,9
135,reports,70.260,70.660,0.400,01:10.260,01:10.660,7
136,wrong,70.660,71.060,0.400,01:10.660,01:11.060,5
137,numbers.,71.060,71.500,0.440,01:11.060,01:11.500,8
138,The,72.080,72.180,0.100,01:12.080,01:12.180,3
139,booking,72.180,72.440,0.260,01:12.180,01:12.440,7
140,system,72.440,72.900,0.460,01:12.440,01:12.900,6
141,double,72.900,73.240,0.340,01:12.900,01:13.240,6
142,count,73.240,73.520,0.280,01:13.240,01:13.520,5
143,"seats,",73.520,73.900,0.380,01:13.520,01:13.900,6
144,the,74.480,74.600,0.120,01:14.480,01:14.600,3
145,financial,74.600,75.000,0.400,01:14.600,01:15.000,9
146,reports,75.000,75.460,0.460,01:15.000,01:15.460,7
147,break.,75.460,75.940,0.480,01:15.460,01:15.940,6
148,Every,76.840,77.180,0.340,01:16.840,01:17.180,5
149,train,77.180,77.540,0.360,01:17.180,01:17.540,5
150,in,77.540,77.780,0.240,01:17.540,01:17.780,2
151,the,77.780,77.920,0.140,01:17.780,01:17.920,3
152,system,77.920,78.340,0.420,01:17.920,01:18.340,6
153,has,78.340,78.600,0.260,01:18.340,01:18.600,3
154,one,78.600,78.940,0.340,01:18.600,01:18.940,3
155,silent,78.940,79.420,0.480,01:18.940,01:19.420,6
156,parent,79.420,79.860,0.440,01:19.420,01:19.860,6
157,it,79.860,80.060,0.200,01:19.860,01:20.060,2
158,never,80.060,80.400,0.340,01:20.060,01:20.400,5
159,"declared,",80.400,80.900,0.500,01:20.400,01:20.900,9
160,and,81.220,81.540,0.320,01:21.220,01:21.540,3
161,not,81.540,81.720,0.180,01:21.540,01:21.720,3
162,parent,81.720,82.060,0.340,01:21.720,01:22.060,6
163,gives,82.060,82.280,0.220,01:22.060,01:22.280,5
164,every,82.280,82.780,0.500,01:22.280,01:22.780,5
165,object,82.780,83.180,0.400,01:22.780,01:23.180,6
166,three,83.180,83.640,0.460,01:23.180,01:23.640,5
167,methods,83.640,84.080,0.440,01:23.640,01:24.080,7
168,they,84.080,84.360,0.280,01:24.080,01:24.360,4
169,use,84.360,84.600,0.240,01:24.360,01:24.600,3
170,every,84.600,85.160,0.560,01:24.600,01:25.160,5
171,single,85.160,85.540,0.380,01:25.160,01:25.540,6
172,day.,85.540,85.860,0.320,01:25.540,01:25.860,4
173,That,86.480,86.780,0.300,01:26.480,01:26.780,4
174,is,86.780,87.060,0.280,01:26.780,01:27.060,2
175,the,87.060,87.240,0.180,01:27.060,01:27.240,3
176,object,87.240,87.620,0.380,01:27.240,01:27.620,6
177,"class,",87.620,88.020,0.400,01:27.620,01:28.020,6
178,and,88.400,88.600,0.200,01:28.400,01:28.600,3
179,that,88.600,88.840,0.240,01:28.600,01:28.840,4
180,is,88.840,89.080,0.240,01:28.840,01:29.080,2
181,exactly,89.080,89.640,0.560,01:29.080,01:29.640,7
182,what,89.640,89.880,0.240,01:29.640,01:29.880,4
183,we,89.880,89.980,0.100,01:29.880,01:29.980,2
184,cover,89.980,90.240,0.260,01:29.980,01:30.240,5
185,next.,90.240,90.580,0.340,01:30.240,01:30.580,5
