Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
76,at,30.660,31.140,0.480,00:30.660,00:31.140,2
77,40,31.140,31.620,0.480,00:31.140,00:31.620,2
78,",000",31.620,32.320,0.700,00:31.620,00:32.320,4
79,kilometers,32.320,32.780,0.460,00:32.320,00:32.780,10
80,per,32.780,33.100,0.320,00:32.780,00:33.100,3
81,hour.,33.100,33.440,0.340,00:33.100,00:33.440,5
82,Not,33.860,34.140,0.280,00:33.860,00:34.140,3
83,"tradition,",34.140,34.600,0.460,00:34.140,00:34.600,10
84,physics.,35.040,35.440,0.400,00:35.040,00:35.440,8
85,At,36.220,36.480,0.260,00:36.220,00:36.480,2
86,that,36.480,36.780,0.300,00:36.480,00:36.780,4
87,"steed,",36.780,37.380,0.600,00:36.780,00:37.380,6
88,hitting,37.520,37.840,0.320,00:37.520,00:37.840,7
89,solid,37.840,38.360,0.520,00:37.840,00:38.360,5
90,"ground,",38.360,38.720,0.360,00:38.360,00:38.720,7
91,even,39.060,39.280,0.220,00:39.060,00:39.280,4
92,with,39.280,39.540,0.260,00:39.280,00:39.540,4
93,parachutes,39.540,40.060,0.520,00:39.540,00:40.060,10
94,fully,40.060,40.440,0.380,00:40.060,00:40.440,5
95,"deployed,",40.440,41.000,0.560,00:40.440,00:41.000,9
96,produces,41.360,41.760,0.400,00:41.360,00:41.760,8
97,deceleration,41.760,42.600,0.840,00:41.760,00:42.600,12
98,forces,42.600,43.240,0.640,00:42.600,00:43.240,6
99,no,43.240,43.820,0.580,00:43.240,00:43.820,2
100,human,43.820,44.340,0.520,00:43.820,00:44.340,5
101,spine,44.340,44.700,0.360,00:44.340,00:44.700,5
102,survives,44.700,45.160,0.460,00:44.700,00:45.160,8
103,reliably.,45.160,45.860,0.700,00:45.160,00:45.860,9
104,Water,46.400,46.860,0.460,00:46.400,00:46.860,5
105,extends,46.860,47.440,0.580,00:46.860,00:47.440,7
106,the,47.440,47.780,0.340,00:47.440,00:47.780,3
107,impact,47.780,48.100,0.320,00:47.780,00:48.100,6
108,across,48.100,48.480,0.380,00:48.100,00:48.480,6
109,a,48.480,48.700,0.220,00:48.480,00:48.700,1
110,longer,48.700,49.060,0.360,00:48.700,00:49.060,6
111,"window,",49.060,49.540,0.480,00:49.060,00:49.540,7
112,the,49.960,50.060,0.100,00:49.960,00:50.060,3
113,forces,50.060,50.420,0.360,00:50.060,00:50.420,6
114,stay,50.420,50.780,0.360,00:50.420,00:50.780,4
115,within,50.780,51.140,0.360,00:50.780,00:51.140,6
116,survivable,51.140,51.900,0.760,00:51.140,00:51.900,10
117,limits.,51.900,52.260,0.360,00:51.900,00:52.260,7
118,The,52.900,53.300,0.400,00:52.900,00:53.300,3
119,sequence,53.300,53.660,0.360,00:53.300,00:53.660,8
120,begins,53.660,54.080,0.420,00:53.660,00:54.080,6
121,at,54.080,54.380,0.300,00:54.080,00:54.380,2
122,7,54.380,54.800,0.420,00:54.380,00:54.800,1
123,",600",54.800,55.840,1.040,00:54.800,00:55.840,4
124,meters,55.840,56.160,0.320,00:55.840,00:56.160,6
125,"altitude,",56.160,56.780,0.620,00:56.160,00:56.780,9
126,two,57.340,57.600,0.260,00:57.340,00:57.600,3
127,drogue,57.600,58.020,0.420,00:57.600,00:58.020,6
128,shoots,58.020,58.240,0.220,00:58.020,00:58.240,6
129,deploy,58.240,58.760,0.520,00:58.240,00:58.760,6
130,and,58.760,59.160,0.400,00:58.760,00:59.160,3
131,stabilize,59.160,59.660,0.500,00:59.160,00:59.660,9
132,the,59.660,59.960,0.300,00:59.660,00:59.960,3
133,capsule's,59.960,60.500,0.540,00:59.960,01:00.500,9
134,"attitude,",60.500,60.860,0.360,01:00.500,01:00.860,9
135,three,61.460,61.760,0.300,01:01.460,01:01.760,5
136,pilot,61.760,62.240,0.480,01:01.760,01:02.240,5
137,shoots,62.240,62.580,0.340,01:02.240,01:02.580,6
138,pull,62.580,63.060,0.480,01:02.580,01:03.060,4
139,out,63.060,63.300,0.240,01:03.060,01:03.300,3
140,three,63.300,63.680,0.380,01:03.300,01:03.680,5
141,main,63.680,64.100,0.420,01:03.680,01:04.100,4
142,parachutes.,64.100,64.880,0.780,01:04.100,01:04.880,11
143,By,65.300,65.580,0.280,01:05.300,01:05.580,2
144,the,65.580,65.720,0.140,01:05.580,01:05.720,3
145,moment,65.720,66.020,0.300,01:05.720,01:06.020,6
146,of,66.020,66.240,0.220,01:06.020,01:06.240,2
147,"splashdown,",66.240,66.920,0.680,01:06.240,01:06.920,11
148,Orion,67.240,67.440,0.200,01:07.240,01:07.440,5
149,is,67.440,67.780,0.340,01:07.440,01:07.780,2
150,descending,67.780,68.180,0.400,01:07.780,01:08.180,10
151,at,68.180,68.460,0.280,01:08.180,01:08.460,2
152,under,68.460,68.840,0.380,01:08.460,01:08.840,5
153,10,68.840,69.260,0.420,01:08.840,01:09.260,2
154,meters,69.260,69.640,0.380,01:09.260,01:09.640,6
155,per,69.640,69.960,0.320,01:09.640,01:09.960,3
156,second.,69.960,70.420,0.460,01:09.960,01:10.420,7
157,Recovery,71.040,71.480,0.440,01:11.040,01:11.480,8
158,ships,71.480,71.920,0.440,01:11.480,01:11.920,5
159,are,71.920,72.120,0.200,01:11.920,01:12.120,3
160,prepositioned,72.120,73.160,1.040,01:12.120,01:13.160,13
161,before,73.160,73.440,0.280,01:13.160,01:13.440,6
162,launch,73.440,73.760,0.320,01:13.440,01:13.760,6
163,"day,",73.760,74.040,0.280,01:13.760,01:14.040,4
164,divers,74.660,74.960,0.300,01:14.660,01:14.960,6
165,enter,74.960,75.420,0.460,01:14.960,01:15.420,5
166,the,75.420,75.600,0.180,01:15.420,01:15.600,3
167,water,75.600,75.840,0.240,01:15.600,01:15.840,5
168,immediately,75.840,76.660,0.820,01:15.840,01:16.660,11
169,on,76.660,77.060,0.400,01:16.660,01:17.060,2
170,contact.,77.060,77.480,0.420,01:17.060,01:17.480,8
171,The,77.980,78.100,0.120,01:17.980,01:18.100,3
172,capsule,78.100,78.480,0.380,01:18.100,01:18.480,7
173,is,78.480,78.720,0.240,01:18.480,01:18.720,2
174,secured,78.720,79.140,0.420,01:18.720,01:19.140,7
175,within,79.140,79.580,0.440,01:19.140,01:19.580,6
176,minutes.,79.580,79.940,0.360,01:19.580,01:19.940,8
177,It,80.460,80.860,0.400,01:20.460,01:20.860,2
178,looks,80.860,81.180,0.320,01:20.860,01:21.180,5
179,like,81.180,81.540,0.360,01:21.180,01:21.540,4
180,1969,81.540,82.320,0.780,01:21.540,01:22.320,4
181,from,82.320,82.800,0.480,01:22.320,01:22.800,4
182,the,82.800,82.940,0.140,01:22.800,01:22.940,3
183,outside.,82.940,83.400,0.460,01:22.940,01:23.400,8
184,The,83.960,84.040,0.080,01:23.960,01:24.040,3
185,engineering,84.040,84.580,0.540,01:24.040,01:24.580,11
186,underneath,84.580,85.220,0.640,01:24.580,01:25.220,10
187,it,85.220,85.580,0.360,01:25.220,01:25.580,2
188,is,85.580,85.800,0.220,01:25.580,01:25.800,2
189,from,85.800,85.940,0.140,01:25.800,01:25.940,4
190,a,85.940,86.080,0.140,01:25.940,01:26.080,1
191,completely,86.080,86.620,0.540,01:26.080,01:26.620,10
192,different,86.620,87.200,0.580,01:26.620,01:27.200,9
193,world.,87.200,87.580,0.380,01:27.200,01:27.580,6
