Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
31,around,13.120,13.440,0.320,00:13.120,00:13.440,6
32,the,13.440,13.600,0.160,00:13.440,00:13.600,3
33,"moon,",13.600,13.920,0.320,00:13.600,00:13.920,5
34,unrecognizable,14.420,15.320,0.900,00:14.420,00:15.320,14
35,"technology,",15.320,16.060,0.740,00:15.320,00:16.060,11
36,56,16.580,17.020,0.440,00:16.580,00:17.020,2
37,years,17.020,17.860,0.840,00:17.020,00:17.860,5
38,between,17.860,18.360,0.500,00:17.860,00:18.360,7
39,them.,18.360,18.660,0.300,00:18.360,00:18.660,5
40,The,19.280,19.520,0.240,00:19.280,00:19.520,3
41,abort,19.520,19.800,0.280,00:19.520,00:19.800,5
42,button,19.800,20.240,0.440,00:19.800,00:20.240,6
43,is,20.240,20.460,0.220,00:20.240,00:20.460,2
44,the,20.460,20.600,0.140,00:20.460,00:20.600,3
45,most,20.600,20.900,0.300,00:20.600,00:20.900,4
46,consequential,20.900,21.780,0.880,00:20.900,00:21.780,13
47,single,21.780,22.220,0.440,00:21.780,00:22.220,6
48,action,22.220,22.700,0.480,00:22.220,00:22.700,6
49,any,22.700,23.180,0.480,00:22.700,00:23.180,3
50,Artemis,23.180,23.700,0.520,00:23.180,00:23.700,7
51,II,23.700,23.900,0.200,00:23.700,00:23.900,2
52,crew,23.900,24.160,0.260,00:23.900,00:24.160,4
53,member,24.160,24.460,0.300,00:24.160,00:24.460,6
54,can,24.460,24.700,0.240,00:24.460,00:24.700,3
55,"take,",24.700,25.120,0.420,00:24.700,00:25.120,5
56,press,25.600,25.760,0.160,00:25.600,00:25.760,5
57,it,25.760,25.940,0.180,00:25.760,00:25.940,2
58,at,25.940,26.080,0.140,00:25.940,00:26.080,2
59,"launch,",26.080,26.300,0.220,00:26.080,00:26.300,7
60,and,26.620,26.700,0.080,00:26.620,00:26.700,3
61,the,26.700,26.800,0.100,00:26.700,00:26.800,3
62,launch,26.800,27.060,0.260,00:26.800,00:27.060,6
63,abort,27.060,27.360,0.300,00:27.060,00:27.360,5
64,system,27.360,27.900,0.540,00:27.360,00:27.900,6
65,fires,27.900,28.300,0.400,00:27.900,00:28.300,5
66,"instantly,",28.300,29.040,0.740,00:28.300,00:29.040,10
67,a,29.040,29.620,0.580,00:29.040,00:29.620,1
68,tower,29.620,30.060,0.440,00:29.620,00:30.060,5
69,of,30.060,30.340,0.280,00:30.060,00:30.340,2
70,solid,30.340,30.680,0.340,00:30.340,00:30.680,5
71,rockets,30.680,31.080,0.400,00:30.680,00:31.080,7
72,pulls,31.080,31.800,0.720,00:31.080,00:31.800,5
73,the,31.800,32.080,0.280,00:31.800,00:32.080,3
74,Orion,32.080,32.380,0.300,00:32.080,00:32.380,5
75,capsule,32.380,32.840,0.460,00:32.380,00:32.840,7
76,away,32.840,33.260,0.420,00:32.840,00:33.260,4
77,from,33.260,33.440,0.180,00:33.260,00:33.440,4
78,the,33.440,33.580,0.140,00:33.440,00:33.580,3
79,SLS,33.580,33.960,0.380,00:33.580,00:33.960,3
80,booster,33.960,34.460,0.500,00:33.960,00:34.460,7
81,at,34.460,35.000,0.540,00:34.460,00:35.000,2
82,700,35.000,35.540,0.540,00:35.000,00:35.540,3
83,kilometers,35.540,36.040,0.500,00:35.540,00:36.040,10
84,per,36.040,36.520,0.480,00:36.040,00:36.520,3
85,hour,36.520,36.940,0.420,00:36.520,00:36.940,4
86,in,36.940,37.420,0.480,00:36.940,00:37.420,2
87,under,37.420,37.680,0.260,00:37.420,00:37.680,5
88,three,37.680,38.160,0.480,00:37.680,00:38.160,5
89,seconds.,38.160,38.980,0.820,00:38.160,00:38.980,8
90,The,39.480,39.680,0.200,00:39.480,00:39.680,3
91,crew,39.680,39.900,0.220,00:39.680,00:39.900,4
92,separates,39.900,40.440,0.540,00:39.900,00:40.440,9
93,from,40.440,40.640,0.200,00:40.440,00:40.640,4
94,the,40.640,40.760,0.120,00:40.640,00:40.760,3
95,explosion,40.760,41.300,0.540,00:40.760,00:41.300,9
96,before,41.300,41.780,0.480,00:41.300,00:41.780,6
97,the,41.780,42.020,0.240,00:41.780,00:42.020,3
98,explosion,42.020,42.600,0.580,00:42.020,00:42.600,9
99,reaches,42.600,43.040,0.440,00:42.600,00:43.040,7
100,them.,43.040,43.400,0.360,00:43.040,00:43.400,5
101,Press,44.060,44.300,0.240,00:44.060,00:44.300,5
102,it,44.300,44.440,0.140,00:44.300,00:44.440,2
103,in,44.440,44.560,0.120,00:44.440,00:44.560,2
104,seep,44.560,44.840,0.280,00:44.560,00:44.840,4
105,"space,",44.840,45.340,0.500,00:44.840,00:45.340,6
106,and,45.680,45.740,0.060,00:45.680,00:45.740,3
107,the,45.740,45.840,0.100,00:45.740,00:45.840,3
108,picture,45.840,46.120,0.280,00:45.840,00:46.120,7
109,changes,46.120,46.620,0.500,00:46.120,00:46.620,7
110,completely.,46.620,47.320,0.700,00:46.620,00:47.320,11
111,No,48.020,48.220,0.200,00:48.020,00:48.220,2
112,"tower,",48.220,48.600,0.380,00:48.220,00:48.600,6
113,no,49.000,49.160,0.160,00:49.000,00:49.160,2
114,fast,49.160,49.500,0.340,00:49.160,00:49.500,4
115,escape.,49.500,49.840,0.340,00:49.500,00:49.840,7
116,The,50.480,50.600,0.120,00:50.480,00:50.600,3
117,mission,50.600,50.860,0.260,00:50.600,00:50.860,7
118,profile,50.860,51.320,0.460,00:50.860,00:51.320,7
119,switches,51.320,51.860,0.540,00:51.320,00:51.860,8
120,immediately.,51.860,52.480,0.620,00:51.860,00:52.480,12
121,Orion,53.120,53.440,0.320,00:53.120,00:53.440,5
122,uses,53.440,53.860,0.420,00:53.440,00:53.860,4
123,its,53.860,54.080,0.220,00:53.860,00:54.080,3
124,service,54.080,54.460,0.380,00:54.080,00:54.460,7
125,module,54.460,54.920,0.460,00:54.460,00:54.920,6
126,engines,54.920,55.340,0.420,00:54.920,00:55.340,7
127,to,55.340,55.920,0.580,00:55.340,00:55.920,2
128,alter,55.920,56.280,0.360,00:55.920,00:56.280,5
129,trajectory,56.280,56.780,0.500,00:56.280,00:56.780,10
130,and,56.780,57.140,0.360,00:56.780,00:57.140,3
131,begin,57.140,57.440,0.300,00:57.140,00:57.440,5
132,the,57.440,57.660,0.220,00:57.440,00:57.660,3
133,"fastest,",57.660,58.240,0.580,00:57.660,00:58.240,8
134,survivable,58.620,59.200,0.580,00:58.620,00:59.200,10
135,return,59.200,59.540,0.340,00:59.200,00:59.540,6
136,path,59.540,59.920,0.380,00:59.540,00:59.920,4
137,to,59.920,60.260,0.340,00:59.920,01:00.260,2
138,Earth.,60.260,60.540,0.280,01:00.260,01:00.540,6
139,Every,61.300,61.640,0.340,01:01.300,01:01.640,5
140,abort,61.640,61.940,0.300,01:01.640,01:01.940,5
141,scenario,61.940,62.460,0.520,01:01.940,01:02.460,8
142,was,62.460,62.700,0.240,01:02.460,01:02.700,3
143,designed,62.700,63.060,0.360,01:02.700,01:03.060,8
144,before,63.060,63.500,0.440,01:03.060,01:03.500,6
145,a,63.500,63.700,0.200,01:03.500,01:03.700,1
146,single,63.700,64.140,0.440,01:03.700,01:04.140,6
147,crew,64.140,64.480,0.340,01:04.140,01:04.480,4
148,member,64.480,64.820,0.340,01:04.480,01:04.820,6
149,ever,64.820,65.160,0.340,01:04.820,01:05.160,4
150,boarded.,65.160,65.680,0.520,01:05.160,01:05.680,8
151,Every,66.140,66.440,0.300,01:06.140,01:06.440,5
152,second,66.440,66.880,0.440,01:06.440,01:06.880,6
153,of,66.880,67.040,0.160,01:06.880,01:07.040,2
154,response,67.040,67.280,0.240,01:07.040,01:07.280,8
155,time,67.280,67.740,0.460,01:07.280,01:07.740,4
156,was,67.740,67.980,0.240,01:07.740,01:07.980,3
157,calculated,67.980,68.540,0.560,01:07.980,01:08.540,10
158,in,68.540,68.820,0.280,01:08.540,01:08.820,2
159,advance.,68.820,69.160,0.340,01:08.820,01:09.160,8
160,Every,69.780,70.180,0.400,01:09.780,01:10.180,5
161,failure,70.180,70.600,0.420,01:10.180,01:10.600,7
162,mode,70.600,70.920,0.320,01:10.600,01:10.920,4
163,was,70.920,71.160,0.240,01:10.920,01:11.160,3
164,"modeled,",71.160,71.500,0.340,01:11.160,01:11.500,8
165,"tested,",71.960,72.260,0.300,01:11.960,01:12.260,7
166,and,72.580,72.680,0.100,01:12.580,01:12.680,3
167,modeled,72.680,72.980,0.300,01:12.680,01:12.980,7
168,again.,72.980,73.380,0.400,01:12.980,01:13.380,6
169,The,74.060,74.220,0.160,01:14.060,01:14.220,3
170,button,74.220,74.500,0.280,01:14.220,01:14.500,6
171,exists,74.500,75.020,0.520,01:14.500,01:15.020,6
172,because,75.020,75.560,0.540,01:15.020,01:15.560,7
173,deep,75.560,75.860,0.300,01:15.560,01:15.860,4
174,space,75.860,76.200,0.340,01:15.860,01:16.200,5
175,does,76.200,76.600,0.400,01:16.200,01:16.600,4
176,not,76.600,76.980,0.380,01:16.600,01:16.980,3
177,tolerate,76.980,77.720,0.740,01:16.980,01:17.720,8
178,improvisation.,77.720,78.680,0.960,01:17.720,01:18.680,14
179,"Tomorrow,",79.200,79.660,0.460,01:19.200,01:19.660,9
180,why,80.000,80.260,0.260,01:20.000,01:20.260,3
181,the,80.260,80.380,0.120,01:20.260,01:20.380,3
182,most,80.380,80.580,0.200,01:20.380,01:20.580,4
183,advanced,80.580,81.220,0.640,01:20.580,01:21.220,8
184,capsule,81.220,81.660,0.440,01:21.220,01:21.660,7
185,ever,81.660,82.020,0.360,01:21.660,01:22.020,4
186,built,82.020,82.380,0.360,01:22.020,01:22.380,5
187,still,82.380,82.980,0.600,01:22.380,01:22.980,5
188,lands,82.980,83.280,0.300,01:22.980,01:23.280,5
189,in,83.280,83.500,0.220,01:23.280,01:23.500,2
190,the,83.500,83.620,0.120,01:23.500,01:23.620,3
191,ocean,83.620,83.960,0.340,01:23.620,01:23.960,5
192,like,83.960,84.280,0.320,01:23.960,01:24.280,4
193,it,84.280,84.400,0.120,01:24.280,01:24.400,2
194,is,84.400,84.520,0.120,01:24.400,01:24.520,2
195,1969.,84.520,85.420,0.900,01:24.520,01:25.420,5
