Word Index,Word,Start Time (s),End Time (s),Duration (s),Start Timestamp,End Timestamp,Character Count
127,output,52.820,53.240,0.420,00:52.820,00:53.240,6
128,caused,53.240,53.780,0.540,00:53.240,00:53.780,6
129,in,53.780,54.000,0.220,00:53.780,00:54.000,2
130,the,54.000,54.100,0.100,00:54.000,00:54.100,3
131,world.,54.100,54.440,0.340,00:54.100,00:54.440,6
132,It,54.440,55.040,0.600,00:54.440,00:55.040,2
133,feeds,55.040,55.380,0.340,00:55.040,00:55.380,5
134,that,55.380,55.720,0.340,00:55.380,00:55.720,4
135,observation,55.720,56.320,0.600,00:55.720,00:56.320,11
136,back,56.320,56.660,0.340,00:56.320,00:56.660,4
137,as,56.660,56.960,0.300,00:56.660,00:56.960,2
138,the,56.960,57.120,0.160,00:56.960,00:57.120,3
139,next,57.120,57.380,0.260,00:57.120,00:57.380,4
140,"input,",57.380,57.760,0.380,00:57.380,00:57.760,6
141,and,58.300,58.420,0.120,00:58.300,00:58.420,3
142,it,58.420,58.620,0.200,00:58.420,00:58.620,2
143,runs,58.620,58.780,0.160,00:58.620,00:58.780,4
144,again.,58.780,59.140,0.360,00:58.780,00:59.140,6
145,The,59.820,59.960,0.140,00:59.820,00:59.960,3
146,loop,59.960,60.280,0.320,00:59.960,01:00.280,4
147,is,60.280,60.600,0.320,01:00.280,01:00.600,2
148,what,60.600,60.760,0.160,01:00.600,01:00.760,4
149,makes,60.760,61.000,0.240,01:00.760,01:01.000,5
150,it,61.000,61.260,0.260,01:01.000,01:01.260,2
151,an,61.260,61.460,0.200,01:01.260,01:01.460,2
152,agent.,61.460,61.740,0.280,01:01.460,01:01.740,6
153,See,62.400,62.660,0.260,01:02.400,01:02.660,3
154,the,62.660,62.800,0.140,01:02.660,01:02.800,3
155,difference.,62.800,63.080,0.280,01:02.800,01:03.080,11
156,The,63.660,63.740,0.080,01:03.660,01:03.740,3
157,model,63.740,64.100,0.360,01:03.740,01:04.100,5
158,answers.,64.100,64.560,0.460,01:04.100,01:04.560,8
159,The,65.120,65.200,0.080,01:05.120,01:05.200,3
160,agent,65.200,65.620,0.420,01:05.200,01:05.620,5
161,"acts,",65.620,66.320,0.700,01:05.620,01:06.320,5
162,"watches,",66.640,66.940,0.300,01:06.640,01:06.940,8
163,and,67.260,67.360,0.100,01:07.260,01:07.360,3
164,responds.,67.360,67.720,0.360,01:07.360,01:07.720,9
165,The,68.400,68.500,0.100,01:08.400,01:08.500,3
166,model,68.500,68.860,0.360,01:08.500,01:08.860,5
167,is,68.860,69.060,0.200,01:08.860,01:09.060,2
168,frozen,69.060,69.420,0.360,01:09.060,01:09.420,6
169,after,69.420,69.760,0.340,01:09.420,01:09.760,5
170,one,69.760,69.980,0.220,01:09.760,01:09.980,3
171,step.,69.980,70.260,0.280,01:09.980,01:10.260,5
172,The,70.800,70.900,0.100,01:10.800,01:10.900,3
173,agent,70.900,71.320,0.420,01:10.900,01:11.320,5
174,keeps,71.320,71.680,0.360,01:11.320,01:11.680,5
175,moving.,71.680,72.080,0.400,01:11.680,01:12.080,7
176,The,72.740,72.960,0.220,01:12.740,01:12.960,3
177,loop,72.960,73.280,0.320,01:12.960,01:13.280,4
178,is,73.280,73.560,0.280,01:13.280,01:13.560,2
179,not,73.560,73.780,0.220,01:13.560,01:13.780,3
180,a,73.780,73.980,0.200,01:13.780,01:13.980,1
181,feature.,73.980,74.360,0.380,01:13.980,01:14.360,8
182,It,74.740,74.860,0.120,01:14.740,01:14.860,2
183,is,74.860,75.140,0.280,01:14.860,01:15.140,2
184,the,75.140,75.360,0.220,01:15.140,01:15.360,3
185,definition.,75.360,75.680,0.320,01:15.360,01:15.680,11
186,Without,76.480,76.840,0.360,01:16.480,01:16.840,7
187,the,76.840,77.120,0.280,01:16.840,01:17.120,3
188,"loop,",77.120,77.320,0.200,01:17.120,01:17.320,5
189,you,77.520,77.620,0.100,01:17.520,01:17.620,3
190,have,77.620,77.800,0.180,01:17.620,01:17.800,4
191,a,77.800,77.920,0.120,01:17.800,01:17.920,1
192,very,77.920,78.280,0.360,01:17.920,01:18.280,4
193,powerful,78.280,78.760,0.480,01:18.280,01:18.760,8
194,calculator.,78.760,79.340,0.580,01:18.760,01:19.340,11
195,With,79.340,80.060,0.720,01:19.340,01:20.060,4
196,the,80.060,80.280,0.220,01:20.060,01:20.280,3
197,"loop,",80.280,80.500,0.220,01:20.280,01:20.500,5
198,you,80.740,80.840,0.100,01:20.740,01:20.840,3
199,have,80.840,81.000,0.160,01:20.840,01:21.000,4
200,something,81.000,81.420,0.420,01:21.000,01:21.420,9
201,that,81.420,81.660,0.240,01:21.420,01:21.660,4
202,can,81.660,81.820,0.160,01:21.660,01:21.820,3
203,navigate,81.820,82.240,0.420,01:21.820,01:22.240,8
204,the,82.240,82.560,0.320,01:22.240,01:22.560,3
205,world.,82.560,83.020,0.460,01:22.560,01:23.020,6
206,The,83.480,83.660,0.180,01:23.480,01:23.660,3
207,loop,83.660,84.060,0.400,01:23.660,01:24.060,4
208,is,84.060,84.420,0.360,01:24.060,01:24.420,2
209,everything.,84.420,85.040,0.620,01:24.420,01:25.040,11
